id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1503053277155446789,1503053277155446789,2022-03-13 20:00:01 Russia TZ 2 Standard Time,2022-03-13,20:00:01,+0300,399436346,artscase,ArtsCase,,Skulls Colors by Coffee Man for Galaxy S21 | ArtsCase #ArtsMakers #ArtsCase #art #phonecases #iphonecases #iphone13 #galaxys21 #apple #samsung  https://t.co/dvfHmm06eM,en,[],['https://www.artscase.com/product/cases/galaxy-s21-cases-strongfit-skulls-colors-coffee-man?utm_source=twitter&utm_medium=social&utm_campaign=tweet'],[],0,0,0,"['artsmakers', 'artscase', 'art', 'phonecases', 'iphonecases', 'iphone13', 'galaxys21', 'apple', 'samsung']",[],https://twitter.com/ArtsCase/status/1503053277155446789,False,,0,,,,,,,,[],,,,
1503052594238873611,1503052594238873611,2022-03-13 19:57:18 Russia TZ 2 Standard Time,2022-03-13,19:57:18,+0300,82955968,mr_ivory3,Arsenio Ivory,,Learn how new and existing customers can get the new iPhone 13 now available in Green for pre-order for FREE when trading in an eligible device. Get yours today by scheduling a one-on-one appointment at  https://t.co/asuiVLLLT6 - #iphone13 #apple #ATT #deals  https://t.co/jtwT3Oqj5D,en,[],['http://attp.us/iphone13'],['https://pbs.twimg.com/media/FNvqXnpWUAEwZqc.jpg'],0,0,0,"['iphone13', 'apple', 'att', 'deals']",[],https://twitter.com/Mr_Ivory3/status/1503052594238873611,False,,1,https://pbs.twimg.com/media/FNvqXnpWUAEwZqc.jpg,,,,,,,[],,,,
1503051667276804097,1439265486739496962,2022-03-13 19:53:37 Russia TZ 2 Standard Time,2022-03-13,19:53:37,+0300,370167352,imanji92,مــ حــ مــ ــد| 🥇,,"اخبار جديدة تؤكد أن فئة Pro في جهاز #iPhone14 ستأتي بمعالج A16 بينما الفئة العادية ستأتي بنفس المعالج "" A15 Bionic "" المتوفر حاليًا في #iPhone13 🤔  https://t.co/dsMaLNeCSL",ar,[],[],['https://pbs.twimg.com/media/FNvphIcWUAApQ_S.jpg'],0,0,0,"['iphone14', 'iphone13']",[],https://twitter.com/iManji92/status/1503051667276804097,False,,1,https://pbs.twimg.com/media/FNvphIcWUAApQ_S.jpg,,,,,,,[],,,,
1503043069989429252,1503043069989429252,2022-03-13 19:19:27 Russia TZ 2 Standard Time,2022-03-13,19:19:27,+0300,969448055798812672,tweggo,Tweggo,,Retro video tape Print Phone Case For iphone #apple #iphone13 #iphone12  https://t.co/ZdxTzC67M1  https://t.co/335y2LZ4CH,en,[],['https://tweggo.com/retro-video-tape-print-phone-case-for-iphone/'],['https://pbs.twimg.com/media/FNvhtPtVsAAYCaV.jpg'],0,0,0,"['apple', 'iphone13', 'iphone12']",[],https://twitter.com/tweggo/status/1503043069989429252,False,,1,https://pbs.twimg.com/media/FNvhtPtVsAAYCaV.jpg,,,,,,,[],,,,
1503040186359312389,1503040186359312389,2022-03-13 19:08:00 Russia TZ 2 Standard Time,2022-03-13,19:08:00,+0300,1380855770749755395,claraclaritah2,claraclaritah_.,,Take care of your body by booking your favorite massage therapy sessions with us.  #assmio #arsenal #earthquake #iPhone13  https://t.co/2FzubeclVx,en,[],[],['https://pbs.twimg.com/media/FNvQgq8XMAIQkJv.jpg'],8,57,63,"['assmio', 'arsenal', 'earthquake', 'iphone13']",[],https://twitter.com/claraclaritah2/status/1503040186359312389,False,,1,https://pbs.twimg.com/media/FNvQgq8XMAIQkJv.jpg,,,,,,,[],,,,
1503040147360784389,1503040147360784389,2022-03-13 19:07:50 Russia TZ 2 Standard Time,2022-03-13,19:07:50,+0300,1365350565895626753,emma14630690,Emma,,I entered @skinit's #iPhone13 Giveaway for a chance to win a BRAND NEW iPhone 13 &amp; case! #SkinitMade  https://t.co/VVoQyqDZ65,en,"[{'screen_name': 'skinit', 'name': 'skinit', 'id': '15102725'}]",['https://www.skinit.com/giveaway'],[],0,0,0,"['iphone13', 'skinitmade']",[],https://twitter.com/Emma14630690/status/1503040147360784389,False,,0,,,,,,,,[],,,,
1503038882694107137,1503038882694107137,2022-03-13 19:02:49 Russia TZ 2 Standard Time,2022-03-13,19:02:49,+0300,1417223819404578818,briannajoyceee,b.,,I went from and #iphone7 to an #iphone13 this week and I’m LIVING for it!,en,[],[],[],0,0,0,"['iphone7', 'iphone13']",[],https://twitter.com/briannajoyceee/status/1503038882694107137,False,,0,,,,,,,,[],,,,
1503038690263805954,1503038690263805954,2022-03-13 19:02:03 Russia TZ 2 Standard Time,2022-03-13,19:02:03,+0300,1190112150942969856,proxaglobal,PROXA,,Built-in magnet for MagSafe Charger🔋   Sunset Orange🔥  Warm in winter sparkle in summer 🧡 Exclusive color ONLY in US 😎  Check out to find more phone cases 👆  #appleiphone #phonecase #iphone12 #iphone13 #caseiphone #magsafecharger #magsafecase  https://t.co/Fd8X7jQpaE,en,[],[],['https://pbs.twimg.com/media/FNvdbEPXoAE-Srq.jpg'],0,0,0,"['appleiphone', 'phonecase', 'iphone12', 'iphone13', 'caseiphone', 'magsafecharger', 'magsafecase']",[],https://twitter.com/proxaglobal/status/1503038690263805954,False,,1,https://pbs.twimg.com/media/FNvdbEPXoAE-Srq.jpg,,,,,,,[],,,,
1503038685381545992,1503038685381545992,2022-03-13 19:02:02 Russia TZ 2 Standard Time,2022-03-13,19:02:02,+0300,196338096,cokeb1218,CokeB,,"Pre-ordered the Alpine Green #IPhone13 Max Pro, can't wait to see what bugs and glitches we'll have! 🥰🤪",en,[],[],[],0,0,2,['iphone13'],[],https://twitter.com/CokeB1218/status/1503038685381545992,False,,0,,,,,,,,[],,,,
1503038284204752903,1503038284204752903,2022-03-13 19:00:26 Russia TZ 2 Standard Time,2022-03-13,19:00:26,+0300,3306434628,yourcreategoods,創作グッズ・ネップリ・通販アリうさ★スマホケース等,,セクシーそしてスタイリッシュな #イラスト を描く續（@tuduku__ ）氏のグッズは雑貨屋アリスの白うさぎで絶賛発売中！！ #iPhoneケース は最新 #iPhone13 シリーズにも対応可能です♪  https://t.co/pXTvT0KidO,ja,"[{'screen_name': 'tuduku__', 'name': 'gallery metronome公式', 'id': '810672629107539968'}]",['https://twitter.com/yourcreategoods/status/1297790370609106944?s=20'],[],0,0,3,"['イラスト', 'iphoneケース', 'iphone13']",[],https://twitter.com/yourcreategoods/status/1503038284204752903,False,https://twitter.com/yourcreategoods/status/1297790370609106944?s=20,0,,,,,,,,[],,,,
1503038048153571339,1503038048153571339,2022-03-13 18:59:30 Russia TZ 2 Standard Time,2022-03-13,18:59:30,+0300,3166908876,handeddfc1,Doğa,,"I brought new phone #iphone13 blue because of hande , i fall in love with blue because of hande 😍💙💙💙!! #handedoğandemir #blue  https://t.co/TNCYQQkPDI",en,[],[],"['https://pbs.twimg.com/media/FNvdIS4XwAEGQLn.jpg', 'https://pbs.twimg.com/media/FNvdIS3XIAAcBUM.jpg']",0,0,2,"['iphone13', 'handedoğandemir', 'blue']",[],https://twitter.com/handeddfc1/status/1503038048153571339,False,,1,https://pbs.twimg.com/media/FNvdIS4XwAEGQLn.jpg,,,,,,,[],,,,
1503037423290556417,1503037423290556417,2022-03-13 18:57:01 Russia TZ 2 Standard Time,2022-03-13,18:57:01,+0300,1666782486,otaru_unga,るたーお@ユニコーン鯖,,近くのヤマダ電機でiPhone12が一括1円、iPhone13miniが一括9800円やってたなー iPhone13が一括1円なったらまた狙おうかな #iPhone12  #iPhone13,ja,[],[],[],0,0,0,"['iphone12', 'iphone13']",[],https://twitter.com/OTARU_unga/status/1503037423290556417,False,,0,,,,,,,,[],,,,
1503036767154458624,1503036767154458624,2022-03-13 18:54:25 Russia TZ 2 Standard Time,2022-03-13,18:54:25,+0300,3058763841,pulferrobert,Robert Pulfer,,I entered @skinit's #iPhone13 Giveaway for a chance to win a BRAND NEW iPhone 13 &amp; case! #SkinitMade  https://t.co/c2aJFLJmSl,en,"[{'screen_name': 'skinit', 'name': 'skinit', 'id': '15102725'}]",['https://www.skinit.com/giveaway?fbclid=IwAR0GyXNZYCiRxAxFPyoEn8noi8JWZdayxn1oagDkoaaj0AFQfRrwoPo6SgQ'],[],0,0,0,"['iphone13', 'skinitmade']",[],https://twitter.com/PulferRobert/status/1503036767154458624,False,,0,,,,,,,,[],,,,
1503035434217136130,1503035434217136130,2022-03-13 18:49:07 Russia TZ 2 Standard Time,2022-03-13,18:49:07,+0300,2269464494,lococasanova19,LocoCasanova,,"Eehhhh...., ¿Me estas diciendo que gane un #iPhone13  sin hacer absolutamente nada?  https://t.co/g6TXQH35mX",es,[],[],['https://pbs.twimg.com/media/FNvagIkXoAQ2fPg.jpg'],0,0,0,['iphone13'],[],https://twitter.com/lococasanova19/status/1503035434217136130,False,,1,https://pbs.twimg.com/media/FNvagIkXoAQ2fPg.jpg,,,,,,,[],,,,
1503032659727077386,1503032659727077386,2022-03-13 18:38:05 Russia TZ 2 Standard Time,2022-03-13,18:38:05,+0300,142324679,andhravilasnews,Andhravilas,,"Alert Delhi cops save 20-yr-old from committing suicide  https://t.co/ONa4j6Y0sR #Lockdown #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #BheemlaNaik #Iphone13 #stayhomestaysafe   New Delhi, March 13 - Delhi Police personnel saved the life of a 20-year-old man who trie…",en,[],['https://ift.tt/AxaF9Nw'],[],0,0,0,"['lockdown', 'breakingnews', 'indiapolitics', 'andhrapolitics', 'newsfeed', 'bheemlanaik', 'iphone13', 'stayhomestaysafe']",[],https://twitter.com/Andhravilasnews/status/1503032659727077386,False,,0,,,,,,,,[],,,,
1503027784830050307,1503027784830050307,2022-03-13 18:18:43 Russia TZ 2 Standard Time,2022-03-13,18:18:43,+0300,154735207,keitaijohokyoku,携帯情報.コム@最新スマホの情報などを掲載中,,ドコモのiPhone12 MNP一括1円ってやばく無い？ #MNP  #iPhone12 #一括1円 #iPhone13  https://t.co/PqSHNXlltB,ja,[],['https://keitaijoho.com/archives/52940/'],[],0,0,0,"['mnp', 'iphone12', '一括1円', 'iphone13']",[],https://twitter.com/keitaijohokyoku/status/1503027784830050307,False,,0,,,,,,,,[],,,,
1503026856609648641,1503026856609648641,2022-03-13 18:15:02 Russia TZ 2 Standard Time,2022-03-13,18:15:02,+0300,399436346,artscase,ArtsCase,,Lphant! by Eleaxart for iPhone 13 pro | ArtsCase #ArtsMakers #ArtsCase #art #phonecases #iphonecases #iphone13 #galaxys21 #apple #samsung  https://t.co/hkINXj6pqn,en,[],['https://www.artscase.com/product/cases/iphone-13-pro-cases-strongfit-lphant-eleaxart?utm_source=twitter&utm_medium=social&utm_campaign=tweet'],[],0,0,0,"['artsmakers', 'artscase', 'art', 'phonecases', 'iphonecases', 'iphone13', 'galaxys21', 'apple', 'samsung']",[],https://twitter.com/ArtsCase/status/1503026856609648641,False,,0,,,,,,,,[],,,,
1503026232576856066,1503026232576856066,2022-03-13 18:12:33 Russia TZ 2 Standard Time,2022-03-13,18:12:33,+0300,334103255,djbevanphoto,David J Bevan,,South Bucks Little Ringed Plover back on a drain-off which was regularly used last year. Super little bird. #digscope #kowa833 #iphone13 @phoneskopebirds @KowaOpticsEU @bucksbirdclub @bucksalert  https://t.co/c3fNoYMptR,en,"[{'screen_name': 'phoneskopebirds', 'name': 'phone skope birding', 'id': '1654390638'}, {'screen_name': 'kowaopticseu', 'name': 'kowa optics europe', 'id': '1563538320'}, {'screen_name': 'bucksbirdclub', 'name': 'bucks bird club', 'id': '1448227280'}, {'screen_name': 'bucksalert', 'name': 'bucks bird alert', 'id': '724199090511351808'}]",[],"['https://pbs.twimg.com/media/FNvSY3hWUAQjVB1.jpg', 'https://pbs.twimg.com/media/FNvSY3hXsAcq3Gp.jpg', 'https://pbs.twimg.com/media/FNvSY3hXoAEt9i6.jpg']",0,0,5,"['digscope', 'kowa833', 'iphone13']",[],https://twitter.com/djbevanphoto/status/1503026232576856066,False,,1,https://pbs.twimg.com/media/FNvSY3hWUAQjVB1.jpg,,,,,,,[],,,,
1503025766598340613,1503025766598340613,2022-03-13 18:10:42 Russia TZ 2 Standard Time,2022-03-13,18:10:42,+0300,154735207,keitaijohokyoku,携帯情報.コム@最新スマホの情報などを掲載中,,iPhone13 /iPhone13Pro 乗換 MNP 一括1円 0円を狙え 2022年3月11日12日13日14日 安くスマホを買う  https://t.co/PW9FsJl553 #MNP  #一括1円  #一括0円  #iPhone13  #iPhone12,ja,[],['https://keitaijoho.com/archives/53505/'],[],0,0,0,"['mnp', '一括1円', '一括0円', 'iphone13', 'iphone12']",[],https://twitter.com/keitaijohokyoku/status/1503025766598340613,False,,0,,,,,,,,[],,,,
1503025733970509837,1503025733970509837,2022-03-13 18:10:34 Russia TZ 2 Standard Time,2022-03-13,18:10:34,+0300,1495837122632110081,hotwheels07852,悪魔ちゃん😈Amazon情報局,,Amazon予約受付中 ↓↓↓  https://t.co/IW798rBE1m  ✅Apple  ✅iPhone 13 (128 GB) -  ✅グリーン ✅ SIMフリー 5G対応  #Apple #iPhone13  #グリーン #SIMフリー #5G対応,ja,[],['http://amzn.to/3q2T20a'],[],0,0,0,"['apple', 'iphone13', 'グリーン', 'simフリー', '5g対応']",[],https://twitter.com/HotWheels07852/status/1503025733970509837,False,https://twitter.com/hotwheels07852/status/1502957317209276418,0,,,,,,,,[],,,,
1503072153910063106,1503072153910063106,2022-03-13 21:15:01 Russia TZ 2 Standard Time,2022-03-13,21:15:01,+0300,399436346,artscase,ArtsCase,,Trendy Girl in Spring in Paris by DaDo ART for Galaxy S21 | ArtsCase #ArtsMakers #ArtsCase #art #phonecases #iphonecases #iphone13 #galaxys21 #apple #samsung  https://t.co/JURP0E8Tyd,en,[],['https://www.artscase.com/product/cases/galaxy-s21-cases-strongfit-trendy-girl-in-spring-in-paris-dado-art?utm_source=twitter&utm_medium=social&utm_campaign=tweet'],[],0,0,0,"['artsmakers', 'artscase', 'art', 'phonecases', 'iphonecases', 'iphone13', 'galaxys21', 'apple', 'samsung']",[],https://twitter.com/ArtsCase/status/1503072153910063106,False,,0,,,,,,,,[],,,,
1503069180316327942,1503069180316327942,2022-03-13 21:03:12 Russia TZ 2 Standard Time,2022-03-13,21:03:12,+0300,1434143860066701321,blancclinic_d,ゆうな🤍100%フォロバ🤍ブランクリニック紹介,,#iPhone12 、Apple公式よりも #楽天モバイル が安いって知ってた？ ソフトバンク、docomo、auよりもなんと1.5万円以上安く買える！本体だけ楽天市場で一括購入するのも🙆‍♀️   #iPhone13 も安いし、在庫もあるよ🌟最安値で買うなら楽天一択！  https://t.co/LLDd3ivpMB,ja,[],['https://a.r10.to/hwK980'],[],0,0,0,"['iphone12', '楽天モバイル', 'iphone13']",[],https://twitter.com/blancclinic_d/status/1503069180316327942,False,,0,,,,,,,,[],,,,
1503068374363951113,1503068374363951113,2022-03-13 21:00:00 Russia TZ 2 Standard Time,2022-03-13,21:00:00,+0300,190023905,jcsatanas, jcsatanas.fr,,"#BONPLAN #PROMO  Apple Watch Series 7, AirPods Pro, coques et verres trempés pour iPhone, coques et bracelets Apple Watch, chargeurs Power Delivery, câbles MFI, écouteurs Bluetooth  #iPhone13 #iPhone13Pro #AppleWatch #AirPodsPro    #jcsatanas    https://t.co/mgI2dmKEgt  https://t.co/Oew3yY5dEf",fr,[],['https://jcsatanas.fr/bons-plans-et-promos-du-jour/'],['https://pbs.twimg.com/media/FNuMVeKXwAAubgz.jpg'],0,1,1,"['bonplan', 'promo', 'iphone13', 'iphone13pro', 'applewatch', 'airpodspro', 'jcsatanas']",[],https://twitter.com/jcsatanas/status/1503068374363951113,False,,1,https://pbs.twimg.com/media/FNuMVeKXwAAubgz.jpg,,,,,,,[],,,,
1503066862204198913,1503066862204198913,2022-03-13 20:54:00 Russia TZ 2 Standard Time,2022-03-13,20:54:00,+0300,856805168524005376,hesheshopping,HeSheShopping,,"Anker Foldable 3-in-1 Station with Power Adapter, 335 Wireless Charger, Works with #iPhone13/13 Pro Max / 12, AirPods Pro, Apple Watch Series 1-6, and More (Watch Charging Cable Not Included)  https://t.co/MEu0ROGCLD via @amazon",en,"[{'screen_name': 'amazon', 'name': 'amazon', 'id': '20793816'}]",['https://amzn.to/36ah8yS'],[],0,0,0,['iphone13'],[],https://twitter.com/hesheshopping/status/1503066862204198913,False,,0,,,,,,,,[],,,,
1503064755807870994,1503064755807870994,2022-03-13 20:45:38 Russia TZ 2 Standard Time,2022-03-13,20:45:38,+0300,949913344030511104,ongliong11,ongliong,,#wallpapers #homescreen #lockscreen   🚦#wallpaper  🚦 #iPhone13ProMax 🚦#iPhone13 #壁纸  🚦#walls  #android   FO：🚥@ongliong11 🚥   Subscribe to my super wallpaper bag! You can find it in the 2022-03  folder! Sort with modification time  https://t.co/D65Zqm7lDd,en,"[{'screen_name': 'ongliong11', 'name': 'ongliong', 'id': '949913344030511104'}]",[],"['https://pbs.twimg.com/media/FNv1ag2aMAEbRdD.jpg', 'https://pbs.twimg.com/media/FNv1azmakAAnfUG.jpg', 'https://pbs.twimg.com/media/FNv1bFmacAMRI3h.jpg', 'https://pbs.twimg.com/media/FNv1bXvaUAA54C9.jpg']",0,1,5,"['wallpapers', 'homescreen', 'lockscreen', 'wallpaper', 'iphone13promax', 'iphone13', '壁纸', 'walls', 'android']",[],https://twitter.com/ongliong11/status/1503064755807870994,False,,1,https://pbs.twimg.com/media/FNv1ag2aMAEbRdD.jpg,,,,,,,[],,,,
1503060072133545987,1503060072133545987,2022-03-13 20:27:01 Russia TZ 2 Standard Time,2022-03-13,20:27:01,+0300,1067839467896143872,ktz_ktechzone,Kevin D.,,Don't know how to feel about that green. Looks overly deep/saturated in the pictures below #iphone13 #iPhone13Pro #apple,en,[],[],[],0,0,1,"['iphone13', 'iphone13pro', 'apple']",[],https://twitter.com/KTZ_KTechZone/status/1503060072133545987,False,https://twitter.com/ijustine/status/1502764747879448576,0,,,,,,,,[],,,,
1503058114307833862,1503058114307833862,2022-03-13 20:19:14 Russia TZ 2 Standard Time,2022-03-13,20:19:14,+0300,169560403,gbrotiniyt,Giulio Brotini,,"QUALE MAC COMPRARE NEL 2022 (MacBook Air, Mac Mini, Mac Studio)  https://t.co/Ke5ORkPb25 via @YouTube #Apple #AppleEvent #iPadAir5 #iPhone #iPhoneSE #iPhone13 #iPad #macbook #MacStudio #Apple  https://t.co/qqr944oQUU",it,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/gXR3ZrUuiiM'],['https://pbs.twimg.com/media/FNvvP5EWUAI1y0N.jpg'],0,0,3,"['apple', 'appleevent', 'ipadair5', 'iphone', 'iphonese', 'iphone13', 'ipad', 'macbook', 'macstudio', 'apple']",[],https://twitter.com/gbrotiniyt/status/1503058114307833862,False,,1,https://pbs.twimg.com/media/FNvvP5EWUAI1y0N.jpg,,,,,,,[],,,,
1503054929300180992,1503054929300180992,2022-03-13 20:06:35 Russia TZ 2 Standard Time,2022-03-13,20:06:35,+0300,3901516103,hartleycharlton,Hartley Charlton,,Green is green. #Apple #iPhone13  https://t.co/LhQHYHvWKL,en,[],[],['https://pbs.twimg.com/media/FNvsfcPXsAUv7TN.jpg'],2,1,5,"['apple', 'iphone13']",[],https://twitter.com/HartleyCharlton/status/1503054929300180992,False,,1,https://pbs.twimg.com/media/FNvsfcPXsAUv7TN.jpg,,,,,,,[],,,,
